STT,Food_Code,Food_Name_Vietnamese,Food_Name_English,Waste_Pct_%,Water_g,Energy_kcal,Energy_kj,Protein_g,Fat_g,Carbohydrate_g,Fiber_g,Ash_g,Sugar_total_g,Galactose_g,Maltose_g,Lactose_g,Fructose_g,Glucose_g,Sucrose_g,Calcium_mg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_ug,Selenium_ug,Vitamin_C_mg,Vitamin_B1_mg,Vitamin_B2_mg,Niacin_mg,Vitamin_B5_mg,Vitamin_B6_mg,Folate_ug,Folic_acid_ug,Biotin_ug,Vitamin_B12_ug,Vitamin_A_ug,Vitamin_D_ug,Vitamin_E_mg,Vitamin_K_ug,Beta_caroten_ug,Alpha_caroten_ug,Beta_cryptoxanthin_ug,Lycopene_ug,Lutein_Zeaxanthin_ug,Purin_mg,Total_isoflavone_mg,Daidzein_mg,Genistein_mg,Glycetin_mg,Total_SFA_g,Palmitic_C16_0_g,Margaric_C17_0_g,Stearic_C18_0_g,Arachidic_C20_0_g,Behenic_C22_0_g,Lignoceric_C24_0_g,Total_MUFA_g,Myristoleic_C14_1_g,Palmitoleic_C16_1_g,Oleic_C18_1_g,Total_PUFA_g,Linoleic_C18_2_n6_g,Linolenic_C18_2_n3_g,Arachidonic_C20_4_g,EPA_C20_5_n3_g,DHA_C22_6_n3_g,Total_trans_FA_g,Cholesterol_mg,Phytosterol_mg,Lysine_mg,Methionine_mg,Tryptophan_mg,Phenylalanine_mg,Threonine_mg,Valine_mg,Leucine_mg,Isoleucine_mg,Arginine_mg,Histidine_mg,Cystine_mg,Tyrosine_mg,Alanine_mg,Aspartic_acid_mg,Glutamic_acid_mg,Glycine_mg,Proline_mg,Serine_mg
359,7081,Nhộng,Silk worm,2.0,79.7,111,462,13.0,6.5,0.0,0.0,0.8,0,0,0,0,0,0,0,40,,,,109,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,7082,Lòng gà (cả bộ),Chicken giblets,0.0,74.9,119,498,17.9,4.5,1.8,0.0,1.0,,,,,,,,10,5.86,18,0.150,197,228,77,3.32,243,55.2,16,0.09,0.99,0.7,3.208,0.42,345,0,,11.41,2657,,,,0,0,0,0,0,,0,0,0,0,1.360,0.750,0.000,0.470,0.000,0.000,0.000,1.120,0.000,0.160,0.950,1,0.750,0.030,0.270,0.010,0.020,,262,,1305,447,204,810,811,955,1430,897,1194,417,238,587,877,1675,2712,985,910,782
361,8001,Cá bống,"Goby, gudgeon",45.0,81.9,70,295,15.8,0.8,0.0,0.0,1.5,0,0,0,0,0,0,0,17,0.90,,,181,,,,,,0,0.02,0.04,3.2,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1944,598,176,718,927,987,1555,897,957,419,260,718,1067,2243,2781,777,718,718
362,8002,Cá chày,Pond fish,31.0,75.1,113,472,20.1,3.6,0.0,0.0,1.2,0,0,0,0,0,0,0,63,0.20,,,176,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,8003,Cá chép,Carp,40.0,79.1,96,403,16.0,3.6,0.0,0.0,1.3,0,0,0,0,0,0,0,17,0.90,30,0.040,184,397,49,1.48,57,12.6,0,0.02,0.04,1.5,0.75,0.19,15,0,,1.53,181,,0.63,0.1,0,0,0,0,0,160,0,0,0,0,1.080,0.660,0.000,0.190,0.000,0.000,0.000,2.240,0.000,0.660,1.150,1,0.520,0.270,0.150,0.240,0.110,,70,,1249,476,200,566,686,1085,1249,822,927,335,177,532,975,1505,2255,975,945,847
364,8004,Cá dưa,Conger pike,,75.6,115,483,17.6,5.0,0.0,0.0,1.8,0,0,0,0,0,0,0,64,,,,70,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,8005,Cá dầu,M· sè:,10.0,75.1,96,403,18.9,2.3,0.0,0.0,3.7,0,0,0,0,0,0,0,527,,,,885,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,8006,Cá diếc,"Mullet, harder",45.0,78.9,87,364,17.7,1.8,0.0,0.0,1.6,0,0,0,0,0,0,0,70,0.80,,,152,,,,,,0,,,,,,,,,,120,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,8007,Cá đao,"Sawfish, wolfherring",,78.3,94,393,18.3,2.3,0.0,0.0,1.1,0,0,0,0,0,0,0,36,,,,50,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,8008,Cá đề,Chinese herring,,78.8,83,347,18.7,0.9,0.0,0.0,1.6,0,0,0,0,0,0,0,80,,,,130,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,8009,Cá đối,"Mullet, gray mullet",42.0,76.0,108,451,19.5,3.3,0.0,0.0,1.2,0,0,0,0,0,0,0,21,1.00,29,0.020,224,357,65,0.52,51,36.5,0,0.07,0.15,4.6,0.76,0.425,9,0,,0.22,45,,1,0.1,0,0,0,0,0,,0,0,0,0,1.120,0.750,0.000,0.100,0.000,0.000,0.000,1.080,0.000,0.560,0.290,0,0.090,0.030,0.100,0.220,0.110,,49,,1777,573,217,755,848,997,1573,892,1158,570,207,653,1170,1981,1889,929,684,789
370,8010,Cá đồng tiền,Goby,,76.4,98,412,20.1,2.0,0.0,0.0,1.5,0,0,0,0,0,0,0,90,,,,100,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,8011,Cá hồi,Salmon,40.0,71.3,136,568,22.0,5.3,0.0,0.0,1.4,0,0,0,0,0,0,0,13,1.10,31,0.010,230,423,46,0.41,51,36.5,0,0.22,0.07,7.0,0.823,0.549,9,0,,4.17,30,,0.65,0.1,0,0,0,0,0,170,0,0,0,0,1.260,0.750,0.000,0.210,0.000,0.000,0.000,2.130,0.000,0.510,1.200,1,0.210,0.160,0.130,0.430,0.660,,45,,1985,640,242,844,948,1114,1757,996,1294,636,232,730,1307,2214,3227,1038,764,882
372,8012,"Cá khô (chim, thu, nụ, đề)","Dried fish, miscellaneous",15.0,37.8,208,872,43.3,3.9,0.0,0.0,15.0,0,0,0,0,0,0,0,120,0.90,,,95,,,,,,0,0.08,0.31,4.6,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,8013,Cá lác,M· sè:,,78.1,71,298,16.7,0.5,0.0,0.0,4.7,0,0,0,0,0,0,0,80,,,,210,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,8014,Cá mè,"Hypophthalmichthys, chub, dory, tench bream",36.0,74.7,144,600,15.4,9.1,0.0,0.0,0.8,0,0,0,0,0,0,0,157,,,,215,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,8015,Cá mòi,Sardin,45.0,75.3,124,519,17.5,6.0,0.0,0.0,1.2,0,0,0,0,0,0,0,80,3.00,24,,240,,100,,170,58,0,0.02,0.15,10.1,,0.96,,,,0.14,20,,,,0,0,0,0,0,345,0,0,0,0,,0.640,,0.250,,,,,,0.390,0.560,,0.090,0.040,0.050,0.580,0.810,,,,2057,577,216,821,1010,1308,1687,1073,1182,415,198,731,1443,2093,2742,1119,767,992
376,8016,Cá mì,M· sè:,0.0,72.7,151,631,16.8,9.3,0.0,0.0,1.2,0,0,0,0,0,0,0,42,1.40,,,173,,,,,,0,0.08,0.21,2.7,,,,,,,30,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,
377,8017,Cá mối,M· sè:,,73.3,116,487,22.1,3.1,0.0,0.0,1.5,0,0,0,0,0,0,0,60,,,,102,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,8018,Cá nạc,Fish low fat,39.0,80.0,80,334,17.5,1.1,0.0,0.0,1.4,0,0,0,0,0,0,0,42,1.40,,,173,,,,,,0,0.06,0.08,2.2,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1420,470,230,610,750,910,1260,1100,930,420,,,,,,,,
379,8019,Cá ngừ,"Flying fish, tuna",42.0,77.5,87,363,21.0,0.3,0.0,0.0,1.2,0,0,0,0,0,0,0,44,1.00,50,0.010,206,518,78,0.52,64,36.5,1,0.02,0.08,4.0,0.75,0.9,2,0,1.5,0.52,5,,0.5,0.1,0,0,0,0,0,,0,0,0,0,0.240,0.160,0.000,0.050,0.000,0.000,0.000,0.150,0.000,0.030,0.110,0,0.010,0.010,0.030,0.040,0.180,,45,,2147,692,262,913,1025,1204,1900,1077,1399,688,251,789,1414,2394,3489,1122,827,954
380,8020,Cá nục,"Scad, anchovy",,74.9,111,462,20.2,3.3,0.0,0.0,1.6,0,0,0,0,0,0,0,85,3.25,41,0.070,160,383,104,1.72,211,36.5,0,0.06,0.26,14.0,0.645,0.143,9,0,,0.62,15,,0.57,0.1,0,0,0,0,0,,0,0,0,0,1.280,0.720,0.000,0.250,0.000,0.000,0.000,1.180,0.000,0.400,0.620,1,0.100,0.000,0.010,0.540,0.910,,60,,1869,602,228,794,892,1048,1654,938,1217,599,218,687,1231,2084,3038,977,720,830
381,8021,Cá phèn,"Goatfish, surmullet, red mullet",,78.2,104,436,15.9,4.5,0.0,0.0,1.4,0,0,0,0,0,0,0,40,,,,50,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,8022,Cá quả,"Fish, snake head",40.0,78.0,97,406,18.2,2.7,0.0,0.0,1.1,0,0,0,0,0,0,0,90,,,,240,,,,,,0,0.04,0.12,2.3,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,
383,8023,Cá rô đồng,Anabas,44.0,74.2,126,527,19.1,5.5,0.0,0.0,1.2,0,0,0,0,0,0,0,26,0.25,,,151,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,8024,Cá rô phi,"Tilapia, African carp",43.0,76.8,100,416,19.7,2.3,0.0,0.0,1.2,0,0,0,0,0,0,0,50,0.53,,,148,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,8025,Cá thờn bơn (cá bơn),"Flounder, sole, turbot",,81.3,73,306,17.4,0.4,0.0,0.0,0.9,0,0,0,0,0,0,0,36,,,,45,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
386,8026,Cá thu,"Mackerel, codfish, kingfish",35.0,70.2,166,692,18.2,10.3,0.0,0.0,1.3,0,0,0,0,0,0,0,50,1.30,35,,90,486,110,,200,,0,0.07,0.17,6.6,,,,,7,,10,,,,0,0,0,0,0,145,0,0,0,0,2.420,1.580,0.000,0.310,0.000,0.000,0.000,4.050,0.000,0.540,1.690,2,0.160,0.120,0.140,0.670,0.160,,,,1600,520,190,730,790,1100,1400,900,1000,840,140,640,1100,1700,2200,840,610,730
387,8027,Cá thu đao,M· sè:,30.0,70.3,156,651,20.0,8.4,0.0,0.0,1.3,0,0,0,0,0,0,0,22,3.00,28,0.020,190,406,86,0.67,93,36.5,0,0.05,0.10,6.0,0.316,0.33,2,0,,4.4,35,,1,0.1,0,0,0,0,0,,0,0,0,0,2.250,1.390,0.000,0.440,0.000,0.000,0.000,2.630,0.000,0.470,1.330,1,0.120,0.050,0.080,0.510,0.930,,47,,1843,594,225,783,880,1034,1631,925,1201,591,215,678,1214,2055,2996,963,710,819
388,8028,Cá trạch (cá chạch),Loach,26.0,74.2,110,462,20.4,3.2,0.0,0.0,2.2,0,0,0,0,0,0,0,109,0.20,,,231,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,8029,Cá trắm cỏ,"Carp, amur",35.0,79.4,91,382,17.0,2.6,0.0,0.0,1.0,0,0,0,0,0,0,0,57,0.10,,,145,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,8030,Cá trê,"Catfish, silurus, sheatfish, hito",40.0,70.4,173,724,16.5,11.9,0.0,0.0,1.2,0,0,0,0,0,0,0,20,1.00,23,0.020,210,299,53,0.74,101,12.6,0,0.10,0.04,1.4,0.6,0.188,10,0,,2.47,93,,1.2,0.1,0,0,0,0,0,,0,0,0,0,1.770,1.270,0.000,0.350,0.000,0.000,0.000,3.590,0.000,0.280,3.170,1,0.880,0.100,0.090,0.070,0.210,,47,,1429,460,174,607,682,801,1264,717,931,458,167,525,941,1593,2322,747,550,635
391,8031,Cá trích,Herring,35.0,70.5,166,695,17.7,10.6,0.0,0.0,1.2,0,0,0,0,0,0,0,64,2.80,32,0.020,174,423,160,0.53,300,36.5,0,0.02,0.18,5.0,1,0.45,5,0,10,10,20,,,,0,0,0,0,0,210,0,0,0,0,3.260,2.020,0.000,0.260,0.000,0.000,0.000,6.870,0.000,1.060,2.910,2,0.190,0.060,0.250,0.970,0.690,,406,,1506,485,184,640,719,845,1332,755,981,483,176,553,991,1679,2447,787,580,669
392,8032,Cá trôi,"Major carp, mud carp; cirrhina molitorella",27.6,74.3,127,529,18.8,5.7,0.0,0.0,1.2,0,0,0,0,0,0,0,76,0.05,,,185,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,8033,Cua bể,"Crab, sea water",40.0,72.2,103,433,17.5,0.6,7.0,0.0,2.7,,,,,,,,141,3.80,48,,191,322,316,1.40,,,0,0.03,0.71,2.7,,,,,,,36,,,,0,0,0,0,0,,0,0,0,0,0.090,,,,,,,0.080,,,,0,,,,,,,78,,1526,517,278,820,888,853,1540,800,1084,407,283,806,982,2054,2780,811,773,839
394,8034,Cua đồng,"Crab, fresh water",69.0,74.4,87,364,12.3,3.3,2.0,0.0,8.0,,,,,,,,120,1.40,,,171,266,453,,,,0,0.01,0.51,2.1,,,,,,,210,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,8035,Ghẹ,Crab,68.0,85.5,54,226,11.9,0.7,0.0,0.0,1.9,0,0,0,0,0,0,0,89,0.74,34,0.150,229,329,293,3.54,669,37.4,0,0.03,0.71,2.7,0.35,0.15,44,0,,9,2,,,,0,0,0,0,0,,0,0,0,0,0.220,0.140,0.000,0.080,0.000,0.000,0.000,0.190,0.000,0.060,0.100,0,0.010,0.000,0.060,0.170,0.150,,78,,,,,,,,,,,,,,,,,,,
396,8036,Hải sâm,"Sea slug, sea cucumber",0.0,76.9,90,374,21.5,0.3,0.2,0.0,1.1,,,,,,,,118,1.40,,,22,,,,,,0,0.01,0.02,0.1,,,,,,,102,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,885,335,125,510,1090,920,1090,715,1325,210,305,545,1460,2040,3060,3195,1530,1020
397,8037,Hến,Clam,82.0,88.8,45,187,4.5,0.7,5.1,0.0,0.9,,,,,,,,144,1.60,,,86,,,,,,0,,0.12,2.3,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,330,108,42,194,165,151,309,194,467,45,59,151,266,438,618,244,179,201
398,8038,Lươn,"Eel, silver - pike",35.0,68.3,180,752,18.4,11.7,0.2,0.0,1.4,,,,,,,,35,1.00,20,0.040,164,272,51,1.62,23,6.5,0,0.15,0.31,3.8,0.24,0.067,15,0,,3,1800,,4,0,0,0,0,0,0,,0,0,0,0,2.360,1.590,0.000,0.190,0.000,0.000,0.000,7.190,0.000,1.260,2.770,0,0.200,0.430,0.100,0.080,0.060,,126,,1040,700,30,1260,1340,1140,1320,1360,1190,495,158,672,922,170,2840,815,658,957
399,8039,Mực khô,"Dried cuttle fish, squid",4.0,26.2,291,1217,60.1,4.5,2.5,0.0,6.7,,,,,,,,27,5.60,,,287,,,,,,0,0.13,0.17,6.8,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,8040,Mực tươi,"Cuttle fish, raw (Squid)",22.0,81.4,73,307,16.3,0.9,0.0,0.0,1.4,,,,,,,,14,0.60,33,0.040,150,273,44,0.70,1891,44.8,5,0.01,0.06,1.0,0.5,0.056,5,0,,1.3,10,,1.2,0,0,0,0,0,0,,0,0,0,0,0.360,0.260,0.000,0.060,0.000,0.000,0.000,0.110,0.000,0.010,0.050,0,0.000,0.000,0.010,0.150,0.340,,233,,1164,351,174,558,670,680,1096,678,1136,299,204,498,942,1503,2118,974,635,698
401,8041,Ốc bươu,"Snail medium - size, edible",67.0,76.8,84,351,11.1,0.7,8.3,0.0,3.1,,,,,,,,1310,,,,64,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,8042,Ốc đá,"Marble snail, edible",80.0,80.3,63,264,11.2,0.3,3.9,0.0,4.3,,,,,,,,1660,,,,83,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,8043,Ốc nhồi,"Snail large, edible",79.0,77.6,84,353,11.9,0.7,7.6,0.0,2.2,,,,,,,,1357,,,,191,,,,,,0,0.05,0.17,2.2,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,8044,Ốc vặn,Helix,70.0,79.1,72,303,12.2,0.7,4.3,0.0,3.7,,,,,,,,1356,,,,51,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,8045,"Rạm (muối, đồ)","Small sea - crab bicled, steamed",50.0,64.4,83,347,14.2,2.9,0.0,0.0,18.5,0,0,0,0,0,0,0,4820,,,,330,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,8046,Rạm tươi,Small sea - crab,50.0,78.2,77,321,12.9,2.8,0.0,0.0,6.1,0,0,0,0,0,0,0,3520,,,,180,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,8047,Rươi,Tylorhynchus sinensis,5.0,81.9,89,373,12.4,4.4,0.0,0.0,1.3,0,0,0,0,0,0,0,66,1.80,,,57,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,8048,Sò,Oyster,80.0,82.1,78,328,9.5,2.3,4.9,0.0,1.2,,,,,,,,37,1.90,42,0.600,82,223,380,13.40,1576,77,0,0.03,0.15,1.7,0.5,0.05,10,0,41,16,53,,,,0,0,0,0,0,90,0,0,0,0,0.510,0.360,0.000,0.070,0.000,0.000,0.000,0.360,0.000,0.110,0.190,0,0.030,0.030,0.040,0.440,0.250,,50,,722,245,87,425,419,484,833,762,767,153,148,228,522,827,1489,458,632,425
409,8049,Tép gạo,Tiny shrimp,8.0,84.5,58,241,11.7,1.2,0.0,0.0,2.6,0,0,0,0,0,0,0,910,,,,218,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,8050,Tép khô,"Tiny shrimp, dried",5.0,23.0,269,1125,59.8,3.0,0.7,0.0,13.5,,,,,,,,2000,5.50,,,605,,,,,,0,0.03,0.07,2.5,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,8051,Tôm biển,"Sea shrimp, sea-water shrimp",54.0,79.2,82,344,17.6,0.9,0.9,0.0,1.4,,,,,,,,79,1.60,37,0.050,184,185,148,1.11,264,38,0,0.04,0.08,2.3,0.276,0.104,3,0,5,1.16,20,,1.1,0,5,,,,,147,0,0,0,0,0.330,0.180,0.000,0.100,0.000,0.000,0.000,0.250,0.000,0.080,0.150,0,0.030,0.010,0.090,0.260,0.220,,152,,,,,,,,,,,,,,,,,,,
412,8052,Tôm đồng,Fresh-water shrimp,10.0,76.9,90,376,18.4,1.8,0.0,0.0,2.9,0,0,0,0,0,0,0,1120,2.20,42,,150,316,418,,,58.8,0,0.02,0.03,3.2,,,,,,,15,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1560,630,180,830,750,940,1560,980,1730,400,200,556,961,1872,2844,1141,644,674
413,8053,Tôm khô,"Shrimp, dried",5.0,12.6,347,1450,75.6,3.8,2.5,0.0,5.5,,,,,,,,236,4.60,,,995,,,,,,0,0.16,0.34,9.5,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,8054,Trai,Manodonta,60.0,89.9,38,160,4.6,1.1,2.5,0.0,1.9,,,,,,,,668,1.50,9,0.500,107,314,56,1.37,344,24.3,0,0.02,0.46,3.1,0.362,0.06,16,0,,49.44,90,,0.31,0.2,0,0,0,0,0,,0,0,0,0,0.090,0.060,0.000,0.020,0.000,0.000,0.000,0.080,0.000,0.020,0.030,0,0.020,0.000,0.040,0.070,0.070,,34,,200,120,50,250,340,250,270,270,240,60,,,,,,,,
415,8055,Bánh phồng tôm rán,Deep fried shrimp paste,0.0,3.8,676,2827,1.6,59.2,34.1,0.0,1.3,,,,,,,,175,,,,30,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,8056,Bánh phồng tôm sống,Shrimp paste,0.0,12.0,381,1596,3.4,7.4,75.3,0.0,1.9,,,,,,,,258,,,,50,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,8057,Bột cá,Fish flour with bones,0.0,11.6,323,1351,71.2,2.9,3.0,0.0,11.3,,,,,,,,505,50.00,,,207,,,,,,0,0.03,0.38,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,8058,Ruốc cá quả,"Shredded snake-head fish, salted and dried",0.0,14.0,312,1304,65.7,4.1,3.0,0.0,13.2,,,,,,,,26,,,,654,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,8059,Ruốc tôm,"Shredded shrimp, salted and dried",0.0,13.1,305,1275,65.5,3.1,3.7,0.0,14.6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,9001,Trứng gà,"Hen egg, raw, whole",14.0,72.0,166,693,14.8,11.6,0.5,0.0,1.1,0.77,0.11,0.11,0.11,0.11,0.21,0.11,55,2.70,11,0.040,210,176,158,0.90,55,31.7,0,0.16,0.31,0.2,1.438,0.143,47,0,25,1.29,700,0.88,0.97,0.3,0,0,0,0,55,,0,0,0,0,3.100,2.230,0.000,0.780,0.010,0.010,0.000,3.810,0.010,0.300,3.470,1,1.150,0.030,0.140,0.000,0.040,,470,,796,428,188,703,598,876,1080,746,778,290,280,514,744,1084,1068,436,488,963
421,9002,Lòng đỏ trứng gà,"Hen egg, yolk",0.0,54.0,327,1366,13.6,29.8,1.0,0.0,1.6,0.56,0.07,0.07,0.07,0.07,0.18,0.07,134,7.00,14,0.060,532,169,108,3.70,125,18.3,0,0.32,0.52,0.0,2.99,0.35,146,0,60,1.95,960,2.68,2.58,0.7,88,38,33,0,1094,,0,0,0,0,9.550,6.860,0.050,2.420,0.030,0.040,0.010,11.740,0.020,0.920,10.700,4,3.540,0.100,0.000,0.010,0.110,,2000,,1104,414,238,709,883,994,1387,934,1130,391,290,701,817,1361,1995,692,678,1351
422,9003,Lòng trắng trứng gà,"Hen egg, white",0.0,88.0,46,193,10.3,0.1,1.0,0.0,0.6,0.71,0.07,0.07,0.07,0.07,0.34,0.07,19,0.30,7,0.010,16,172,215,0.20,25,6.8,0,0.01,0.26,0.1,0.19,0.005,4,0,0,0.09,0,,,,0,0,0,0,0,,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,,0,,665,420,166,679,481,809,940,659,631,245,268,434,697,956,1507,404,406,797
423,9004,Trứng vịt,"Duck egg, whole",12.0,70.0,184,769,13.0,14.2,1.0,0.0,1.8,0.93,,,,,,,71,3.20,17,0.040,210,258,191,0.80,62,36.4,0,0.15,0.30,0.1,1.862,0.25,80,0,,5.4,360,,1.34,0.4,14,0,12,0,459,,0,0,0,0,3.680,3.000,0.000,0.630,0.000,0.000,0.000,6.530,0.000,0.440,6.080,1,0.560,0.100,0.320,0.000,0.000,,884,,951,576,260,840,736,885,1097,598,765,320,285,613,631,777,1789,422,480,963
424,9005,Lòng đỏ trứng vịt,"Duck egg, yolk",0.0,47.5,364,1524,13.6,32.3,4.8,0.0,1.8,,,,,,,,146,5.60,,,328,,,,,,0,0.54,0.94,0.2,,,,,,,1625,,,,695,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1180,434,204,679,868,963,1315,827,801,447,191,705,705,1398,1736,462,1059,1207
425,9006,Lòng trắng trứng vịt,"Duck egg, white",0.0,87.8,47,196,10.7,0.1,0.8,0.0,0.6,0,0,0,0,0,0,0,6,,,,8,,,,,,0,,0.20,0.2,,,,,,,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,759,694,150,780,802,845,1026,535,428,267,203,588,493,1069,1635,407,780,994
426,9007,Trứng chim cút,Quail egg,11.0,74.4,154,643,13.1,11.1,0.4,0.0,1.1,0.41,,,,,,,64,3.65,13,0.040,226,132,141,1.47,62,32,0,0.13,0.79,0.2,1.761,0.15,66,0,,1.58,155,,1.08,0.3,11,0,10,0,369,,0,0,0,0,3.560,2.670,0.000,0.840,0.000,0.000,0.000,4.320,0.000,0.470,3.850,1,0.940,0.040,0.120,0.000,0.000,,844,,881,421,209,737,641,940,1146,816,835,315,311,543,762,1294,1662,434,518,992
